order_id,customer_id,order_date,product_id,product_name,quantity,unit_price,gross_revenue,discount_amount,net_revenue,product_cost,margin,region,state,city,category,subcategory,brand,shipping_date,delivery_date,delivery_status,return_flag,dispute_flag,logistics_hub,transit_days,shipping_cost,customer_segment,acquisition_channel,order_year,order_quarter,order_month,order_day,discount_rate,margin_rate,transit_bucket,is_delayed,customer_order_rank,is_repeat_order
ORD-23854,CUST-0001,2024-06-01,PROD-0091,DermaCare Wellness & Vitamins 1,1,45.65,45.65,0.0,45.65,16.85,28.8,South,Florida,Dallas,Health & Beauty,Wellness & Vitamins,Dermacare,2024-06-02,2024-06-05,Delivered,0,0,Hub-South-Atlanta,3.0,18.94,Consumer,Email Campaign,2024,2024Q2,2024-06,Saturday,0.0,0.6309,3-4 Days (Standard),0,11,1
ORD-14544,CUST-0002,2023-11-06,PROD-0101,ZenFit Sportswear 1,1,375.15,375.15,37.52,337.63,206.81,130.82,South,Florida,Charlotte,Sports & Outdoors,Sportswear,Zenfit,2023-11-07,2023-11-11,Delivered,0,0,Hub-South-Atlanta,4.0,20.94,Consumer,Organic Search,2023,2023Q4,2023-11,Monday,0.1,0.3875,3-4 Days (Standard),0,1,0
ORD-13821,CUST-0002,2024-01-14,PROD-0065,HavenCraft Bedding 2,1,80.71,80.71,4.04,76.67,52.6,24.07,West,Nevada,Portland,Home & Kitchen,Bedding,Havencraft,2024-01-16,2024-01-22,Delivered,0,0,Hub-West-Seattle,6.0,20.85,Consumer,Organic Search,2024,2024Q1,2024-01,Sunday,0.0501,0.3139,5-6 Days (Delayed),1,2,1
ORD-17610,CUST-0002,2024-03-05,PROD-0012,PulseAudio Laptops 1,1,146.7,146.7,0.0,146.7,109.65,37.05,East,Pennsylvania,Newark,Electronics,Laptops,Pulseaudio,2024-03-07,2024-03-10,Delivered,0,0,Hub-East-NewYork,3.0,12.85,Consumer,Organic Search,2024,2024Q1,2024-03,Tuesday,0.0,0.2526,3-4 Days (Standard),0,3,1
ORD-20502,CUST-0003,2023-04-11,PROD-0041,ApexGear Bags & Luggage 2,2,205.03,410.06,0.0,410.06,171.98,238.08,East,New Jersey,Newark,Apparel & Fashion,Bags & Luggage,Apexgear,2023-04-13,2023-04-17,Delivered,0,0,Hub-East-NewYork,4.0,13.5,Consumer,Organic Search,2023,2023Q2,2023-04,Tuesday,0.0,0.5806,3-4 Days (Standard),0,1,0
ORD-10117,CUST-0003,2023-06-12,PROD-0051,AuraHome Bedding 2,1,142.92,142.92,0.0,142.92,97.01,45.91,North,Ohio,Chicago,Home & Kitchen,Bedding,Aurahome,2023-06-13,,Cancelled,0,0,Hub-North-Chicago,,16.49,Consumer,Organic Search,2023,2023Q2,2023-06,Monday,0.0,0.3212,,0,2,1
ORD-17864,CUST-0003,2023-07-23,PROD-0038,ApexGear Women's Apparel 1,1,49.19,49.19,0.0,49.19,21.86,27.33,West,Nevada,Las Vegas,Apparel & Fashion,Women'S Apparel,Apexgear,2023-07-25,2023-07-27,Delivered,0,0,Hub-West-Seattle,2.0,15.96,Consumer,Organic Search,2023,2023Q3,2023-07,Sunday,0.0,0.5556,1-2 Days (Fast),0,3,1
ORD-12468,CUST-0003,2023-08-30,PROD-0005,TechNova Accessories 1,1,194.81,194.81,0.0,194.81,147.93,46.88,East,Massachusetts,Newark,Electronics,Accessories,Technova,2023-08-31,2023-09-05,Delivered,0,0,Hub-East-NewYork,5.0,18.16,Consumer,Organic Search,2023,2023Q3,2023-08,Wednesday,0.0,0.2406,5-6 Days (Delayed),0,4,1
ORD-11714,CUST-0003,2024-01-18,PROD-0021,SoundPeak Accessories 1,1,517.04,517.04,0.0,517.04,388.67,128.37,North,Michigan,Columbus,Electronics,Accessories,Soundpeak,2024-01-20,2024-01-24,Delivered,0,0,Hub-North-Chicago,4.0,12.9,Consumer,Organic Search,2024,2024Q1,2024-01,Thursday,0.0,0.2483,3-4 Days (Standard),0,5,1
ORD-10765,CUST-0003,2024-02-17,PROD-0023,UrbanChic Men's Apparel 1,2,136.85,273.7,0.0,273.7,152.64,121.06,North,Illinois,Chicago,Apparel & Fashion,Men'S Apparel,Urbanchic,2024-02-18,2024-02-21,Delivered,0,0,Hub-North-Chicago,3.0,10.05,Consumer,Organic Search,2024,2024Q1,2024-02,Saturday,0.0,0.4423,3-4 Days (Standard),0,6,1
ORD-16742,CUST-0004,2023-12-31,PROD-0029,SwiftStyle Men's Apparel 1,1,199.37,199.37,0.0,199.37,155.51,43.86,West,Nevada,Portland,Apparel & Fashion,Men'S Apparel,Swiftstyle,2024-01-01,,Cancelled,0,0,Hub-West-Seattle,,10.65,Consumer,Organic Search,2023,2023Q4,2023-12,Sunday,0.0,0.22,,0,1,0
ORD-14655,CUST-0004,2024-01-13,PROD-0118,VeloSprint Cycling & Action 1,4,153.66,614.64,30.73,583.91,321.88,262.03,North,Michigan,Detroit,Sports & Outdoors,Cycling & Action,Velosprint,2024-01-14,2024-01-16,Delivered,0,0,Hub-North-Chicago,2.0,15.51,Consumer,Organic Search,2024,2024Q1,2024-01,Saturday,0.05,0.4488,1-2 Days (Fast),0,2,1
ORD-10843,CUST-0004,2024-03-30,PROD-0037,ApexGear Men's Apparel 2,2,164.31,328.62,0.0,328.62,193.02,135.6,North,Ohio,Chicago,Apparel & Fashion,Men'S Apparel,Apexgear,2024-03-31,2024-04-04,Delivered,0,0,Hub-North-Chicago,4.0,17.55,Consumer,Organic Search,2024,2024Q1,2024-03,Saturday,0.0,0.4126,3-4 Days (Standard),0,3,1
ORD-10653,CUST-0004,2024-04-27,PROD-0074,GlowLabs Skincare 1,2,36.51,73.02,7.3,65.72,23.3,42.42,West,Nevada,San Francisco,Health & Beauty,Skincare,Glowlabs,2024-04-28,2024-05-02,Delivered,0,0,Hub-West-Seattle,4.0,12.62,Consumer,Organic Search,2024,2024Q2,2024-04,Saturday,0.1,0.6455,3-4 Days (Standard),0,4,1
ORD-10905,CUST-0004,2024-05-05,PROD-0052,AuraHome Small Appliances 1,3,475.12,1425.36,71.27,1354.09,956.37,397.72,West,Oregon,San Francisco,Home & Kitchen,Small Appliances,Aurahome,2024-05-07,2024-05-12,Delivered,0,0,Hub-West-Seattle,5.0,17.05,Consumer,Organic Search,2024,2024Q2,2024-05,Sunday,0.05,0.2937,5-6 Days (Delayed),0,5,1
ORD-19556,CUST-0004,2024-08-23,PROD-0105,TrailBlaze Sportswear 1,1,34.07,34.07,1.7,32.37,17.07,15.3,East,New York,Philadelphia,Sports & Outdoors,Sportswear,Trailblaze,2024-08-24,2024-08-28,Delivered,0,0,Hub-East-NewYork,4.0,19.02,Consumer,Organic Search,2024,2024Q3,2024-08,Friday,0.0499,0.4727,3-4 Days (Standard),0,6,1
ORD-13338,CUST-0005,2023-07-25,PROD-0085,PureEssence Wellness & Vitamins 2,2,17.61,35.22,1.76,33.46,11.66,21.8,North,Illinois,Detroit,Health & Beauty,Wellness & Vitamins,Pureessence,2023-07-26,2023-07-28,Delivered,0,0,Hub-North-Chicago,2.0,7.03,Corporate,Organic Search,2023,2023Q3,2023-07,Tuesday,0.05,0.6515,1-2 Days (Fast),0,1,0
ORD-14174,CUST-0005,2023-12-07,PROD-0003,TechNova Audio & Headphones 1,1,613.24,613.24,30.66,582.58,374.08,208.5,North,Ohio,Columbus,Electronics,Audio & Headphones,Technova,2023-12-08,2023-12-11,Delivered,0,0,Hub-North-Chicago,3.0,14.46,Corporate,Organic Search,2023,2023Q4,2023-12,Thursday,0.05,0.3579,3-4 Days (Standard),0,2,1
ORD-13041,CUST-0005,2024-04-05,PROD-0037,ApexGear Men's Apparel 2,1,164.31,164.31,0.0,164.31,96.51,67.8,North,Wisconsin,Milwaukee,Apparel & Fashion,Men'S Apparel,Apexgear,2024-04-06,2024-04-10,Delivered,0,0,Hub-North-Chicago,4.0,11.67,Corporate,Organic Search,2024,2024Q2,2024-04,Friday,0.0,0.4126,3-4 Days (Standard),0,3,1
ORD-22483,CUST-0005,2024-05-02,PROD-0074,GlowLabs Skincare 1,1,36.51,36.51,5.48,31.03,11.65,19.38,West,California,Portland,Health & Beauty,Skincare,Glowlabs,2024-05-03,2024-05-10,Delivered,0,0,Hub-West-Seattle,7.0,13.83,Corporate,Organic Search,2024,2024Q2,2024-05,Thursday,0.1501,0.6246,7+ Days (Severe Delay),1,4,1
ORD-21930,CUST-0005,2024-06-20,PROD-0036,ApexGear Men's Apparel 1,1,187.52,187.52,18.75,168.77,65.98,102.79,North,Michigan,Milwaukee,Apparel & Fashion,Men'S Apparel,Apexgear,2024-06-22,2024-06-25,Delivered,0,0,Hub-North-Chicago,3.0,12.63,Corporate,Organic Search,2024,2024Q2,2024-06,Thursday,0.1,0.6091,3-4 Days (Standard),0,5,1
ORD-25966,CUST-0006,2023-04-19,PROD-0102,ZenFit Cycling & Action 1,3,204.04,612.12,0.0,612.12,412.32,199.8,East,New York,Boston,Sports & Outdoors,Cycling & Action,Zenfit,2023-04-21,2023-04-23,Delivered,0,0,Hub-East-NewYork,2.0,15.51,Consumer,Organic Search,2023,2023Q2,2023-04,Wednesday,0.0,0.3264,1-2 Days (Fast),0,1,0
ORD-10154,CUST-0006,2023-08-14,PROD-0022,SoundPeak Accessories 2,1,68.53,68.53,10.28,58.25,45.2,13.05,East,New York,Philadelphia,Electronics,Accessories,Soundpeak,2023-08-16,2023-08-19,Delivered,0,0,Hub-East-NewYork,3.0,17.32,Consumer,Organic Search,2023,2023Q3,2023-08,Monday,0.15,0.224,3-4 Days (Standard),0,2,1
ORD-23244,CUST-0006,2023-10-18,PROD-0075,GlowLabs Skincare 2,1,89.14,89.14,0.0,89.14,46.48,42.66,North,Michigan,Columbus,Health & Beauty,Skincare,Glowlabs,2023-10-19,2023-10-25,Delivered,0,0,Hub-North-Chicago,6.0,20.38,Consumer,Organic Search,2023,2023Q4,2023-10,Wednesday,0.0,0.4786,5-6 Days (Delayed),1,3,1
ORD-25819,CUST-0006,2023-12-02,PROD-0001,TechNova Smartphones 1,2,268.31,536.62,0.0,536.62,411.1,125.52,North,Wisconsin,Columbus,Electronics,Smartphones,Technova,2023-12-04,2023-12-07,Delivered,0,0,Hub-North-Chicago,3.0,20.4,Consumer,Organic Search,2023,2023Q4,2023-12,Saturday,0.0,0.2339,3-4 Days (Standard),0,4,1
ORD-11573,CUST-0006,2024-01-26,PROD-0024,UrbanChic Women's Apparel 1,1,207.45,207.45,0.0,207.45,77.05,130.4,East,New York,Newark,Apparel & Fashion,Women'S Apparel,Urbanchic,2024-01-28,2024-01-31,Returned,1,0,Hub-East-NewYork,3.0,17.9,Consumer,Organic Search,2024,2024Q1,2024-01,Friday,0.0,0.6286,3-4 Days (Standard),0,5,1
ORD-13907,CUST-0006,2024-02-21,PROD-0040,ApexGear Bags & Luggage 1,1,80.94,80.94,0.0,80.94,29.37,51.57,North,Michigan,Milwaukee,Apparel & Fashion,Bags & Luggage,Apexgear,2024-02-23,2024-02-27,Delivered,0,0,Hub-North-Chicago,4.0,15.94,Consumer,Organic Search,2024,2024Q1,2024-02,Wednesday,0.0,0.6371,3-4 Days (Standard),0,6,1
ORD-13868,CUST-0006,2024-04-24,PROD-0049,AuraHome Furniture & Decor 2,1,383.5,383.5,0.0,383.5,258.03,125.47,South,North Carolina,Charlotte,Home & Kitchen,Furniture & Decor,Aurahome,2024-04-25,2024-04-29,Delivered,0,0,Hub-South-Atlanta,4.0,20.06,Consumer,Organic Search,2024,2024Q2,2024-04,Wednesday,0.0,0.3272,3-4 Days (Standard),0,7,1
ORD-13942,CUST-0006,2024-05-04,PROD-0074,GlowLabs Skincare 1,1,36.51,36.51,1.83,34.68,11.65,23.03,West,Washington,San Francisco,Health & Beauty,Skincare,Glowlabs,2024-05-05,2024-05-09,Delivered,0,0,Hub-West-Seattle,4.0,8.87,Consumer,Organic Search,2024,2024Q2,2024-05,Saturday,0.0501,0.6641,3-4 Days (Standard),0,8,1
ORD-23593,CUST-0006,2024-05-08,PROD-0001,TechNova Smartphones 1,1,268.31,268.31,0.0,268.31,205.55,62.76,East,New York,Philadelphia,Electronics,Smartphones,Technova,2024-05-10,2024-05-12,Delivered,0,0,Hub-East-NewYork,2.0,8.65,Consumer,Organic Search,2024,2024Q2,2024-05,Wednesday,0.0,0.2339,1-2 Days (Fast),0,9,1
ORD-23528,CUST-0006,2024-05-09,PROD-0109,SummitPro Outdoor Gear 1,1,280.33,280.33,0.0,280.33,194.01,86.32,South,Florida,Dallas,Sports & Outdoors,Outdoor Gear,Summitpro,2024-05-11,,Cancelled,0,0,Hub-South-Atlanta,,15.67,Consumer,Organic Search,2024,2024Q2,2024-05,Thursday,0.0,0.3079,,0,10,1
ORD-21770,CUST-0006,2024-06-18,PROD-0100,ZenFit Outdoor Gear 2,1,60.25,60.25,0.0,60.25,38.9,21.35,West,Nevada,San Francisco,Sports & Outdoors,Outdoor Gear,Zenfit,2024-06-20,,Cancelled,0,0,Hub-West-Seattle,,20.07,Consumer,Organic Search,2024,2024Q2,2024-06,Tuesday,0.0,0.3544,,0,11,1
ORD-25760,CUST-0006,2024-09-11,PROD-0078,GlowLabs Wellness & Vitamins 1,2,25.49,50.98,0.0,50.98,20.78,30.2,West,Washington,Las Vegas,Health & Beauty,Wellness & Vitamins,Glowlabs,2024-09-12,2024-09-14,Delivered,0,0,Hub-West-Seattle,2.0,12.98,Consumer,Organic Search,2024,2024Q3,2024-09,Wednesday,0.0,0.5924,1-2 Days (Fast),0,12,1
ORD-19011,CUST-0007,2023-06-20,PROD-0049,AuraHome Furniture & Decor 2,2,383.5,767.0,38.35,728.65,516.06,212.59,West,Washington,Seattle,Home & Kitchen,Furniture & Decor,Aurahome,2023-06-22,2023-06-24,Delivered,0,0,Hub-West-Seattle,2.0,9.21,Consumer,Paid Ads,2023,2023Q2,2023-06,Tuesday,0.05,0.2918,1-2 Days (Fast),0,1,0
ORD-11146,CUST-0007,2023-06-22,PROD-0047,AuraHome Cookware 1,1,328.85,328.85,32.89,295.96,218.17,77.79,West,Nevada,Las Vegas,Home & Kitchen,Cookware,Aurahome,2023-06-23,2023-06-26,Delivered,0,0,Hub-West-Seattle,3.0,12.41,Consumer,Paid Ads,2023,2023Q2,2023-06,Thursday,0.1,0.2628,3-4 Days (Standard),0,2,1
ORD-18817,CUST-0007,2023-07-17,PROD-0038,ApexGear Women's Apparel 1,1,49.19,49.19,9.84,39.35,21.86,17.49,East,Massachusetts,Newark,Apparel & Fashion,Women'S Apparel,Apexgear,2023-07-19,2023-07-21,Delivered,0,0,Hub-East-NewYork,2.0,18.39,Consumer,Paid Ads,2023,2023Q3,2023-07,Monday,0.2,0.4445,1-2 Days (Fast),0,3,1
ORD-18445,CUST-0007,2023-09-14,PROD-0085,PureEssence Wellness & Vitamins 2,2,17.61,35.22,3.52,31.7,11.66,20.04,East,New Jersey,Philadelphia,Health & Beauty,Wellness & Vitamins,Pureessence,2023-09-15,2023-09-17,Delivered,0,0,Hub-East-NewYork,2.0,10.07,Consumer,Paid Ads,2023,2023Q3,2023-09,Thursday,0.0999,0.6322,1-2 Days (Fast),0,4,1
ORD-20079,CUST-0007,2023-12-11,PROD-0011,PulseAudio Smartphones 1,1,532.49,532.49,0.0,532.49,312.24,220.25,West,Washington,Seattle,Electronics,Smartphones,Pulseaudio,2023-12-12,2023-12-15,Delivered,0,0,Hub-West-Seattle,3.0,16.74,Consumer,Paid Ads,2023,2023Q4,2023-12,Monday,0.0,0.4136,3-4 Days (Standard),0,5,1
ORD-10459,CUST-0007,2023-12-13,PROD-0086,DermaCare Skincare 1,1,95.76,95.76,0.0,95.76,33.56,62.2,South,Texas,Charlotte,Health & Beauty,Skincare,Dermacare,2023-12-15,2023-12-18,Delivered,0,0,Hub-South-Atlanta,3.0,14.2,Consumer,Paid Ads,2023,2023Q4,2023-12,Wednesday,0.0,0.6495,3-4 Days (Standard),0,6,1
ORD-11282,CUST-0007,2024-01-29,PROD-0039,ApexGear Footwear 1,1,201.11,201.11,0.0,201.11,77.6,123.51,North,Michigan,Columbus,Apparel & Fashion,Footwear,Apexgear,2024-01-31,2024-02-04,Delivered,0,0,Hub-North-Chicago,4.0,16.8,Consumer,Paid Ads,2024,2024Q1,2024-01,Monday,0.0,0.6141,3-4 Days (Standard),0,7,1
ORD-22734,CUST-0007,2024-02-07,PROD-0038,ApexGear Women's Apparel 1,1,49.19,49.19,0.0,49.19,21.86,27.33,North,Michigan,Milwaukee,Apparel & Fashion,Women'S Apparel,Apexgear,2024-02-09,2024-02-13,Delivered,0,0,Hub-North-Chicago,4.0,21.34,Consumer,Paid Ads,2024,2024Q1,2024-02,Wednesday,0.0,0.5556,3-4 Days (Standard),0,8,1
ORD-13620,CUST-0007,2024-02-10,PROD-0084,PureEssence Wellness & Vitamins 1,1,75.88,75.88,0.0,75.88,28.42,47.46,South,Georgia,Dallas,Health & Beauty,Wellness & Vitamins,Pureessence,2024-02-12,2024-02-17,Delivered,0,0,Hub-South-Atlanta,5.0,20.87,Consumer,Paid Ads,2024,2024Q1,2024-02,Saturday,0.0,0.6255,5-6 Days (Delayed),0,9,1
ORD-23846,CUST-0007,2024-07-16,PROD-0027,UrbanChic Footwear 2,1,236.03,236.03,47.21,188.82,83.61,105.21,Central,Kansas,Denver,Apparel & Fashion,Footwear,Urbanchic,2024-07-17,2024-07-19,Delivered,0,0,Hub-Central-Denver,2.0,7.34,Consumer,Paid Ads,2024,2024Q3,2024-07,Tuesday,0.2,0.5572,1-2 Days (Fast),0,10,1
ORD-24157,CUST-0007,2024-09-16,PROD-0069,CozyNest Furniture & Decor 1,2,99.15,198.3,19.83,178.47,100.16,78.31,West,Nevada,Seattle,Home & Kitchen,Furniture & Decor,Cozynest,2024-09-18,2024-09-22,Delivered,0,0,Hub-West-Seattle,4.0,15.07,Consumer,Paid Ads,2024,2024Q3,2024-09,Monday,0.1,0.4388,3-4 Days (Standard),0,11,1
ORD-12308,CUST-0008,2023-04-27,PROD-0040,ApexGear Bags & Luggage 1,4,80.94,323.76,0.0,323.76,117.48,206.28,West,California,Portland,Apparel & Fashion,Bags & Luggage,Apexgear,2023-04-29,2023-05-03,Delivered,0,0,Hub-West-Seattle,4.0,11.66,Consumer,Organic Search,2023,2023Q2,2023-04,Thursday,0.0,0.6371,3-4 Days (Standard),0,1,0
ORD-14555,CUST-0008,2023-05-09,PROD-0052,AuraHome Small Appliances 1,5,475.12,2375.6,0.0,2375.6,1593.95,781.65,North,Illinois,Chicago,Home & Kitchen,Small Appliances,Aurahome,2023-05-10,2023-05-13,Delivered,0,0,Hub-North-Chicago,3.0,17.04,Consumer,Organic Search,2023,2023Q2,2023-05,Tuesday,0.0,0.329,3-4 Days (Standard),0,2,1
ORD-17941,CUST-0008,2023-06-30,PROD-0088,DermaCare Haircare 2,1,114.16,114.16,11.42,102.74,55.09,47.65,East,New Jersey,Newark,Health & Beauty,Haircare,Dermacare,2023-07-01,2023-07-04,Delivered,0,0,Hub-East-NewYork,3.0,19.8,Consumer,Organic Search,2023,2023Q2,2023-06,Friday,0.1,0.4638,3-4 Days (Standard),0,3,1
ORD-18524,CUST-0008,2023-08-29,PROD-0009,OmniVolt Audio & Headphones 2,1,748.01,748.01,0.0,748.01,594.79,153.22,North,Wisconsin,Detroit,Electronics,Audio & Headphones,Omnivolt,2023-08-30,2023-09-01,Returned,1,0,Hub-North-Chicago,2.0,7.94,Consumer,Organic Search,2023,2023Q3,2023-08,Tuesday,0.0,0.2048,1-2 Days (Fast),0,4,1
ORD-22338,CUST-0008,2023-10-08,PROD-0026,UrbanChic Footwear 1,2,105.68,211.36,10.57,200.79,113.4,87.39,East,Massachusetts,Philadelphia,Apparel & Fashion,Footwear,Urbanchic,2023-10-10,2023-10-13,Delivered,0,0,Hub-East-NewYork,3.0,20.35,Consumer,Organic Search,2023,2023Q4,2023-10,Sunday,0.05,0.4352,3-4 Days (Standard),0,5,1
ORD-24575,CUST-0008,2023-10-17,PROD-0059,LuxLiving Small Appliances 1,2,416.62,833.24,0.0,833.24,386.04,447.2,West,California,Portland,Home & Kitchen,Small Appliances,Luxliving,2023-10-19,2023-10-22,Delivered,0,0,Hub-West-Seattle,3.0,19.94,Consumer,Organic Search,2023,2023Q4,2023-10,Tuesday,0.0,0.5367,3-4 Days (Standard),0,6,1
ORD-11283,CUST-0008,2023-11-17,PROD-0037,ApexGear Men's Apparel 2,1,164.31,164.31,0.0,164.31,96.51,67.8,East,New Jersey,New York,Apparel & Fashion,Men'S Apparel,Apexgear,2023-11-18,2023-11-20,Returned,1,0,Hub-East-NewYork,2.0,13.98,Consumer,Organic Search,2023,2023Q4,2023-11,Friday,0.0,0.4126,1-2 Days (Fast),0,7,1
ORD-17676,CUST-0008,2024-04-04,PROD-0004,TechNova Audio & Headphones 2,2,101.53,203.06,0.0,203.06,121.92,81.14,Central,Colorado,Salt Lake City,Electronics,Audio & Headphones,Technova,2024-04-06,2024-04-09,Delivered,0,0,Hub-Central-Denver,3.0,9.81,Consumer,Organic Search,2024,2024Q2,2024-04,Thursday,0.0,0.3996,3-4 Days (Standard),0,8,1
ORD-18545,CUST-0008,2024-05-23,PROD-0100,ZenFit Outdoor Gear 2,1,60.25,60.25,6.03,54.22,38.9,15.32,North,Wisconsin,Detroit,Sports & Outdoors,Outdoor Gear,Zenfit,2024-05-25,2024-05-26,Delivered,0,0,Hub-North-Chicago,1.0,15.41,Consumer,Organic Search,2024,2024Q2,2024-05,Thursday,0.1001,0.2826,1-2 Days (Fast),0,9,1
ORD-14643,CUST-0008,2024-07-21,PROD-0003,TechNova Audio & Headphones 1,1,613.24,613.24,122.65,490.59,374.08,116.51,West,Nevada,San Francisco,Electronics,Audio & Headphones,Technova,2024-07-23,2024-07-26,Delivered,0,0,Hub-West-Seattle,3.0,11.68,Consumer,Organic Search,2024,2024Q3,2024-07,Sunday,0.2,0.2375,3-4 Days (Standard),0,10,1
ORD-10544,CUST-0008,2024-08-05,PROD-0007,OmniVolt Laptops 1,1,447.09,447.09,44.71,402.38,348.73,53.65,North,Wisconsin,Detroit,Electronics,Laptops,Omnivolt,2024-08-07,2024-08-09,Delivered,0,0,Hub-North-Chicago,2.0,15.14,Consumer,Organic Search,2024,2024Q3,2024-08,Monday,0.1,0.1333,1-2 Days (Fast),0,11,1
ORD-10157,CUST-0009,2023-06-16,PROD-0053,AuraHome Small Appliances 2,3,321.95,965.85,241.46,724.39,558.42,165.97,Central,Missouri,Kansas City,Home & Kitchen,Small Appliances,Aurahome,2023-06-17,2023-06-22,Delivered,0,0,Hub-Central-Denver,5.0,22.07,Consumer,Paid Ads,2023,2023Q2,2023-06,Friday,0.25,0.2291,5-6 Days (Delayed),0,1,0
ORD-12547,CUST-0009,2023-10-30,PROD-0097,ZenFit Fitness Equipment 1,1,266.5,266.5,26.65,239.85,163.49,76.36,East,Massachusetts,Newark,Sports & Outdoors,Fitness Equipment,Zenfit,2023-11-01,2023-11-06,Delivered,0,0,Hub-East-NewYork,5.0,18.61,Consumer,Paid Ads,2023,2023Q4,2023-10,Monday,0.1,0.3184,5-6 Days (Delayed),0,2,1
