customer_id,recency,frequency,monetary,first_order_date,last_order_date,avg_transit_days,return_rate,aov,R_score,F_score,M_score,segment
CUST-0065,285,4,908.97,2023-03-31,2024-03-15,2.75,0.0,227.24,1,2,2,Dormant
CUST-0066,116,14,2369.37,2023-03-01,2024-08-31,3.642857142857143,0.07142857142857142,169.24,4,5,4,Champions
CUST-0067,161,13,3251.87,2023-02-01,2024-07-17,3.769230769230769,0.07692307692307693,250.14,3,5,5,Loyal Customers
CUST-0068,138,21,6340.77,2023-04-01,2024-08-09,3.7142857142857144,0.047619047619047616,301.94,3,5,5,Loyal Customers
CUST-0069,296,5,1581.8700000000001,2023-04-09,2024-03-04,4.4,0.0,316.37,1,3,3,At Risk
CUST-0070,84,12,4290.29,2023-04-25,2024-10-02,2.75,0.08333333333333333,357.52,4,5,5,Champions
CUST-0071,131,6,1058.89,2023-03-15,2024-08-16,4.0,0.0,176.48,3,3,2,Loyal Customers
CUST-0072,20,8,3476.76,2023-05-14,2024-12-05,3.375,0.0,434.6,5,4,5,Champions
CUST-0073,74,8,4673.03,2023-09-04,2024-10-12,3.125,0.0,584.13,5,4,5,Champions
CUST-0074,96,11,6361.17,2023-04-22,2024-09-20,3.0,0.0,578.29,4,5,5,Champions
CUST-0075,162,11,2282.9,2023-01-30,2024-07-16,3.6363636363636362,0.09090909090909091,207.54,3,5,4,Loyal Customers
CUST-0076,129,10,3462.44,2023-07-27,2024-08-18,3.0,0.0,346.24,3,5,5,Loyal Customers
CUST-0077,75,11,2861.0,2023-10-07,2024-10-11,3.3636363636363638,0.0,260.09,5,5,4,Champions
CUST-0078,129,8,2566.05,2023-03-10,2024-08-18,3.75,0.0,320.76,3,4,4,Loyal Customers
CUST-0079,23,15,4847.85,2023-05-24,2024-12-02,3.8,0.0,323.19,5,5,5,Champions
CUST-0080,96,13,3466.55,2023-01-16,2024-09-20,3.6666666666666665,0.07692307692307693,266.66,4,5,5,Champions
CUST-0081,96,8,1534.49,2023-10-10,2024-09-20,4.125,0.0,191.81,4,4,3,Champions
CUST-0082,95,10,3427.38,2023-04-20,2024-09-21,3.9,0.0,342.74,4,5,5,Champions
CUST-0083,7,10,3077.59,2023-07-12,2024-12-18,3.8,0.2,307.76,5,5,4,Champions
CUST-0084,185,12,4137.84,2023-04-20,2024-06-23,3.1666666666666665,0.08333333333333333,344.82,2,5,5,At Risk
CUST-0085,120,8,1157.01,2023-04-13,2024-08-27,3.75,0.0,144.63,4,4,2,Champions
CUST-0086,122,10,4685.3,2023-09-10,2024-08-25,2.5,0.0,468.53,4,5,5,Champions
CUST-0087,261,7,2596.4,2023-07-24,2024-04-08,2.5714285714285716,0.0,370.91,1,4,4,At Risk
CUST-0088,30,11,2119.1,2023-04-22,2024-11-25,3.272727272727273,0.09090909090909091,192.65,5,5,4,Champions
CUST-0089,88,14,3740.59,2023-05-10,2024-09-28,2.7857142857142856,0.0,267.18,4,5,5,Champions
CUST-0090,69,12,4469.45,2023-07-28,2024-10-17,3.75,0.0,372.45,5,5,5,Champions
CUST-0091,99,13,3655.81,2023-04-30,2024-09-17,4.6923076923076925,0.0,281.22,4,5,5,Champions
CUST-0092,94,13,1991.51,2023-07-09,2024-09-22,3.0,0.0,153.19,4,5,4,Champions
CUST-0093,80,9,2355.43,2023-08-29,2024-10-06,3.4444444444444446,0.1111111111111111,261.71,5,4,4,Champions
CUST-0094,46,14,3607.31,2023-07-03,2024-11-09,3.0833333333333335,0.0,257.67,5,5,5,Champions
CUST-0095,108,8,3065.02,2023-10-07,2024-09-08,3.5,0.0,383.13,4,4,4,Champions
CUST-0096,291,5,1539.29,2023-02-27,2024-03-09,2.4,0.0,307.86,1,3,3,At Risk
CUST-0097,137,8,1838.26,2023-08-06,2024-08-10,3.0,0.0,229.78,3,4,3,Loyal Customers
CUST-0098,22,10,2878.56,2023-06-18,2024-12-03,3.3,0.0,287.86,5,5,4,Champions
CUST-0099,180,6,1809.04,2023-05-14,2024-06-28,4.5,0.0,301.51,2,3,3,At Risk
CUST-0100,296,5,691.3599999999999,2023-07-15,2024-03-04,3.2,0.0,138.27,1,3,2,At Risk
CUST-0101,164,8,4284.36,2023-06-21,2024-07-14,3.0,0.0,535.54,3,4,5,Loyal Customers
CUST-0102,69,9,3555.43,2023-05-20,2024-10-17,3.4444444444444446,0.1111111111111111,395.05,5,4,5,Champions
CUST-0103,63,10,2217.8900000000003,2023-10-04,2024-10-23,3.4,0.0,221.79,5,5,4,Champions
CUST-0104,33,10,3523.96,2023-02-19,2024-11-22,3.4,0.1,352.4,5,5,5,Champions
CUST-0105,118,11,3548.32,2023-08-08,2024-08-29,3.272727272727273,0.09090909090909091,322.57,4,5,5,Champions
CUST-0106,51,12,3461.99,2023-05-10,2024-11-04,3.1818181818181817,0.0,288.5,5,5,5,Champions
CUST-0107,54,9,3617.0299999999997,2023-10-12,2024-11-01,3.625,0.1111111111111111,401.89,5,4,5,Champions
CUST-0108,167,9,2497.83,2023-04-15,2024-07-11,3.7777777777777777,0.0,277.54,3,4,4,Loyal Customers
CUST-0109,115,8,1551.19,2023-11-07,2024-09-01,3.25,0.0,193.9,4,4,3,Champions
CUST-0110,54,12,4969.03,2023-05-15,2024-11-01,3.3333333333333335,0.0,414.09,5,5,5,Champions
CUST-0111,50,7,2357.2,2024-01-15,2024-11-05,4.714285714285714,0.14285714285714285,336.74,5,4,4,Champions
CUST-0112,177,8,2988.25,2023-02-28,2024-07-01,3.25,0.125,373.53,2,4,4,At Risk
CUST-0113,17,8,2065.2200000000003,2023-03-01,2024-12-08,3.875,0.0,258.15,5,4,4,Champions
CUST-0114,73,18,7434.94,2023-03-07,2024-10-13,3.8333333333333335,0.0,413.05,5,5,5,Champions
CUST-0115,44,12,4579.69,2023-01-08,2024-11-11,3.727272727272727,0.0,381.64,5,5,5,Champions
CUST-0116,127,7,2138.07,2023-05-10,2024-08-20,4.142857142857143,0.14285714285714285,305.44,3,4,4,Loyal Customers
CUST-0117,40,11,4061.29,2023-05-17,2024-11-15,3.1818181818181817,0.09090909090909091,369.21,5,5,5,Champions
CUST-0118,173,9,3196.37,2023-05-20,2024-07-05,3.375,0.0,355.15,3,4,4,Loyal Customers
CUST-0119,71,9,2544.82,2024-01-18,2024-10-15,4.111111111111111,0.2222222222222222,282.76,5,4,4,Champions
CUST-0120,68,11,2794.82,2023-06-03,2024-10-18,3.0,0.0,254.07,5,5,4,Champions
CUST-0121,112,9,3155.17,2023-05-23,2024-09-04,3.888888888888889,0.0,350.57,4,4,4,Champions
CUST-0122,117,9,2616.5,2023-06-10,2024-08-30,3.5555555555555554,0.0,290.72,4,4,4,Champions
CUST-0123,11,14,3977.43,2023-07-26,2024-12-14,3.4285714285714284,0.0,284.1,5,5,5,Champions
CUST-0124,31,12,3135.42,2023-04-18,2024-11-24,3.1666666666666665,0.0,261.29,5,5,4,Champions
CUST-0125,83,10,3839.41,2023-03-24,2024-10-03,3.5,0.0,383.94,4,5,5,Champions
CUST-0126,74,10,3800.87,2023-06-26,2024-10-12,3.7,0.0,380.09,5,5,5,Champions
CUST-0127,229,5,944.87,2023-07-09,2024-05-10,4.4,0.2,188.97,2,3,2,At Risk
CUST-0128,159,11,4041.17,2023-07-01,2024-07-19,4.090909090909091,0.0,367.38,3,5,5,Loyal Customers
CUST-0129,172,9,3283.44,2023-07-14,2024-07-06,2.4444444444444446,0.1111111111111111,364.83,3,4,5,Loyal Customers
CUST-0130,306,2,362.21999999999997,2024-02-08,2024-02-23,3.0,0.0,181.11,1,1,1,Dormant
CUST-0131,22,11,6153.69,2023-01-29,2024-12-03,5.1,0.09090909090909091,559.43,5,5,5,Champions
CUST-0132,72,11,2778.2799999999997,2023-10-23,2024-10-14,3.6363636363636362,0.0,252.57,5,5,4,Champions
CUST-0133,95,13,4084.0099999999998,2023-02-01,2024-09-21,3.6153846153846154,0.07692307692307693,314.15,4,5,5,Champions
CUST-0134,194,14,2520.2599999999998,2023-05-24,2024-06-14,3.230769230769231,0.14285714285714285,180.02,2,5,4,At Risk
CUST-0135,178,12,3603.32,2023-07-29,2024-06-30,3.9166666666666665,0.08333333333333333,300.28,2,5,5,At Risk
CUST-0136,123,13,4699.24,2023-05-23,2024-08-24,2.9166666666666665,0.0,361.48,4,5,5,Champions
CUST-0137,265,10,4609.55,2023-05-14,2024-04-04,3.3,0.1,460.96,1,5,5,At Risk
CUST-0138,69,12,1942.51,2023-05-26,2024-10-17,3.0,0.0,161.88,5,5,3,Champions
CUST-0139,35,10,3163.8,2023-03-27,2024-11-20,3.0,0.1,316.38,5,5,4,Champions
CUST-0140,84,12,5546.12,2023-03-16,2024-10-02,3.0833333333333335,0.0,462.18,4,5,5,Champions
CUST-0141,16,13,5034.79,2023-07-22,2024-12-09,2.923076923076923,0.15384615384615385,387.29,5,5,5,Champions
CUST-0142,145,7,3555.14,2023-05-01,2024-08-02,3.2857142857142856,0.0,507.88,3,4,5,Loyal Customers
CUST-0143,50,9,6877.799999999999,2023-03-06,2024-11-05,4.222222222222222,0.1111111111111111,764.2,5,4,5,Champions
CUST-0144,76,6,1533.58,2023-08-18,2024-10-10,4.166666666666667,0.0,255.6,5,3,3,Loyal Customers
CUST-0145,38,8,1838.26,2023-09-17,2024-11-17,2.75,0.0,229.78,5,4,3,Champions
CUST-0146,134,11,4128.74,2023-08-11,2024-08-13,3.0,0.0,375.34,3,5,5,Loyal Customers
CUST-0147,196,9,2694.36,2023-06-22,2024-06-12,3.6666666666666665,0.0,299.37,2,4,4,At Risk
CUST-0148,66,18,5760.54,2023-05-17,2024-10-20,3.7222222222222223,0.05555555555555555,320.03,5,5,5,Champions
CUST-0149,211,12,3327.61,2023-07-31,2024-05-28,3.25,0.08333333333333333,277.3,2,5,5,At Risk
CUST-0150,109,8,2038.31,2023-03-27,2024-09-07,3.75,0.0,254.79,4,4,4,Champions
CUST-0151,167,9,3572.18,2023-08-18,2024-07-11,2.7777777777777777,0.2222222222222222,396.91,3,4,5,Loyal Customers
CUST-0152,153,13,3808.86,2023-06-24,2024-07-25,3.1538461538461537,0.07692307692307693,292.99,3,5,5,Loyal Customers
CUST-0153,44,10,5939.72,2023-02-10,2024-11-11,3.6,0.1,593.97,5,5,5,Champions
CUST-0154,149,7,2264.33,2023-07-25,2024-07-29,3.4285714285714284,0.0,323.48,3,4,4,Loyal Customers
CUST-0155,36,12,3443.2599999999998,2023-09-02,2024-11-19,3.4545454545454546,0.08333333333333333,286.94,5,5,5,Champions
CUST-0156,181,7,1679.7,2023-06-24,2024-06-27,2.4285714285714284,0.14285714285714285,239.96,2,4,3,At Risk
CUST-0157,52,10,3217.8,2023-08-02,2024-11-03,3.3,0.1,321.78,5,5,5,Champions
CUST-0158,254,6,2428.1800000000003,2023-08-28,2024-04-15,2.5,0.0,404.7,1,3,4,At Risk
CUST-0159,63,8,2672.38,2024-02-10,2024-10-23,3.25,0.0,334.05,5,4,4,Champions
CUST-0160,155,8,2000.4499999999998,2023-06-21,2024-07-23,2.857142857142857,0.0,250.06,3,4,4,Loyal Customers
CUST-0161,18,11,3066.66,2023-10-05,2024-12-07,3.272727272727273,0.09090909090909091,278.79,5,5,4,Champions
CUST-0162,81,12,3008.92,2023-08-22,2024-10-05,3.5,0.0,250.74,5,5,4,Champions
CUST-0163,132,9,4640.35,2023-10-09,2024-08-15,3.111111111111111,0.0,515.59,3,4,5,Loyal Customers
CUST-0164,239,5,1509.23,2023-04-16,2024-04-30,2.2,0.0,301.85,2,3,3,At Risk
CUST-0165,201,9,2422.12,2023-03-23,2024-06-07,3.6666666666666665,0.1111111111111111,269.12,2,4,4,At Risk
CUST-0166,90,11,4191.46,2023-04-12,2024-09-26,4.090909090909091,0.18181818181818182,381.04,4,5,5,Champions
CUST-0167,93,11,3684.62,2023-04-08,2024-09-23,3.727272727272727,0.09090909090909091,334.97,4,5,5,Champions
CUST-0168,151,8,1948.5,2023-07-22,2024-07-27,3.375,0.125,243.56,3,4,3,Loyal Customers
CUST-0169,29,15,2703.4,2023-01-24,2024-11-26,4.142857142857143,0.06666666666666667,180.23,5,5,4,Champions
CUST-0170,173,14,4557.7,2023-05-13,2024-07-05,2.923076923076923,0.14285714285714285,325.55,3,5,5,Loyal Customers
CUST-0171,45,13,2942.57,2023-04-13,2024-11-10,3.3846153846153846,0.0,226.35,5,5,4,Champions
CUST-0172,59,11,4074.13,2023-02-27,2024-10-27,3.090909090909091,0.0,370.38,5,5,5,Champions
CUST-0173,5,12,5217.53,2023-03-09,2024-12-20,3.0833333333333335,0.08333333333333333,434.79,5,5,5,Champions
CUST-0174,37,11,6852.97,2023-11-12,2024-11-18,4.0,0.0,623.0,5,5,5,Champions
CUST-0175,102,21,7161.82,2023-01-22,2024-09-14,3.619047619047619,0.047619047619047616,341.04,4,5,5,Champions
CUST-0176,62,12,3002.14,2023-07-09,2024-10-24,3.1666666666666665,0.08333333333333333,250.18,5,5,4,Champions
CUST-0177,88,11,2801.82,2023-07-17,2024-09-28,3.8181818181818183,0.09090909090909091,254.71,4,5,4,Champions
CUST-0178,94,5,1407.69,2024-01-20,2024-09-22,3.4,0.0,281.54,4,3,3,Loyal Customers
CUST-0179,87,14,5551.81,2023-08-18,2024-09-29,2.857142857142857,0.0,396.56,4,5,5,Champions
CUST-0180,176,6,1775.9,2023-05-14,2024-07-02,4.333333333333333,0.0,295.98,2,3,3,At Risk
CUST-0181,213,6,1356.06,2023-03-12,2024-05-26,3.5,0.0,226.01,2,3,3,At Risk
CUST-0182,113,13,2609.05,2023-03-08,2024-09-03,3.076923076923077,0.0,200.7,4,5,4,Champions
CUST-0183,75,9,1702.57,2023-08-12,2024-10-11,3.7777777777777777,0.0,189.17,5,4,3,Champions
CUST-0184,158,17,6030.58,2023-02-17,2024-07-20,3.176470588235294,0.0,354.74,3,5,5,Loyal Customers
CUST-0185,13,10,4735.08,2023-05-01,2024-12-12,4.8,0.0,473.51,5,5,5,Champions
CUST-0186,143,6,1873.1299999999999,2023-02-19,2024-08-04,3.3333333333333335,0.0,312.19,3,3,3,Loyal Customers
CUST-0187,109,16,5594.5599999999995,2023-07-22,2024-09-07,3.875,0.0625,349.66,4,5,5,Champions
CUST-0188,122,3,516.78,2024-03-09,2024-08-25,2.3333333333333335,0.0,172.26,4,2,1,Potential Loyalists
CUST-0189,149,19,6886.96,2023-03-03,2024-07-29,4.444444444444445,0.10526315789473684,362.47,3,5,5,Loyal Customers
CUST-0190,100,14,1995.78,2023-07-14,2024-09-16,3.1538461538461537,0.0,142.56,4,5,4,Champions
CUST-0191,44,8,2890.2,2023-04-02,2024-11-11,3.125,0.0,361.28,5,4,4,Champions
CUST-0192,130,10,2979.81,2023-05-30,2024-08-17,3.6,0.0,297.98,3,5,4,Loyal Customers
CUST-0193,199,4,2044.52,2023-10-15,2024-06-09,3.3333333333333335,0.0,511.13,2,2,4,Dormant
CUST-0194,148,3,668.39,2023-10-25,2024-07-30,2.6666666666666665,0.3333333333333333,222.8,3,2,2,Potential Loyalists
CUST-0195,115,8,1161.11,2023-06-29,2024-09-01,4.25,0.0,145.14,4,4,2,Champions
CUST-0196,84,9,7028.04,2023-01-24,2024-10-02,3.625,0.0,780.89,4,4,5,Champions
CUST-0197,194,9,2128.76,2023-11-12,2024-06-14,3.2222222222222223,0.1111111111111111,236.53,2,4,4,At Risk
CUST-0198,272,8,4061.3700000000003,2023-02-06,2024-03-28,3.75,0.0,507.67,1,4,5,At Risk
CUST-0199,133,11,3020.45,2023-06-13,2024-08-14,3.3636363636363638,0.09090909090909091,274.59,3,5,4,Loyal Customers
CUST-0200,256,5,728.0500000000001,2023-08-01,2024-04-13,3.6,0.0,145.61,1,3,2,At Risk
CUST-0201,25,11,4576.19,2023-08-09,2024-11-30,3.727272727272727,0.0,416.02,5,5,5,Champions
CUST-0202,132,10,2749.49,2023-06-11,2024-08-15,3.8,0.0,274.95,3,5,4,Loyal Customers
CUST-0203,83,10,3231.09,2023-03-22,2024-10-03,3.5,0.0,323.11,4,5,5,Champions
CUST-0204,80,8,4989.219999999999,2023-01-28,2024-10-06,3.857142857142857,0.0,623.65,5,4,5,Champions
CUST-0205,65,8,1311.98,2023-08-29,2024-10-21,3.75,0.125,164.0,5,4,3,Champions
CUST-0206,232,6,1922.8400000000001,2023-03-06,2024-05-07,5.333333333333333,0.0,320.47,2,3,3,At Risk
CUST-0207,81,11,3393.8,2023-02-19,2024-10-05,4.090909090909091,0.0,308.53,5,5,5,Champions
CUST-0208,140,7,2026.5900000000001,2023-07-15,2024-08-07,2.7142857142857144,0.0,289.51,3,4,4,Loyal Customers
CUST-0209,55,11,5256.63,2023-06-06,2024-10-31,3.3636363636363638,0.0,477.88,5,5,5,Champions
CUST-0210,204,10,2984.91,2023-04-24,2024-06-04,3.5555555555555554,0.0,298.49,2,5,4,At Risk
CUST-0211,197,6,2627.12,2023-02-20,2024-06-11,2.6666666666666665,0.16666666666666666,437.85,2,3,4,At Risk
CUST-0212,82,7,1510.8,2023-03-25,2024-10-04,3.857142857142857,0.2857142857142857,215.83,4,4,3,Champions
CUST-0213,166,12,5432.34,2023-06-02,2024-07-12,2.9166666666666665,0.0,452.7,3,5,5,Loyal Customers
CUST-0214,93,8,2472.23,2023-05-23,2024-09-23,4.125,0.0,309.03,4,4,4,Champions
CUST-0215,177,15,3562.76,2023-04-01,2024-07-01,3.4,0.13333333333333333,237.52,2,5,5,At Risk
CUST-0216,89,15,5591.55,2023-02-27,2024-09-27,3.466666666666667,0.06666666666666667,372.77,4,5,5,Champions
CUST-0217,67,11,4963.23,2023-03-10,2024-10-19,3.727272727272727,0.09090909090909091,451.2,5,5,5,Champions
CUST-0218,204,7,2331.83,2023-05-09,2024-06-04,3.7142857142857144,0.0,333.12,2,4,4,At Risk
CUST-0219,29,11,4002.81,2023-03-08,2024-11-26,4.363636363636363,0.09090909090909091,363.89,5,5,5,Champions
CUST-0220,218,8,1364.32,2023-07-03,2024-05-21,3.0,0.125,170.54,2,4,3,At Risk
CUST-0221,34,18,5777.95,2023-06-24,2024-11-21,3.111111111111111,0.0,321.0,5,5,5,Champions
CUST-0222,80,10,2261.32,2023-11-06,2024-10-06,4.111111111111111,0.0,226.13,5,5,4,Champions
CUST-0223,118,9,4602.12,2023-04-09,2024-08-29,3.6666666666666665,0.0,511.35,4,4,5,Champions
CUST-0224,115,13,4243.09,2023-06-14,2024-09-01,3.8461538461538463,0.0,326.39,4,5,5,Champions
CUST-0225,90,8,3402.73,2023-05-20,2024-09-26,3.5,0.0,425.34,4,4,5,Champions
CUST-0226,131,14,4849.87,2023-04-21,2024-08-16,2.7857142857142856,0.0,346.42,3,5,5,Loyal Customers
CUST-0227,95,9,2502.9,2023-11-14,2024-09-21,3.4444444444444446,0.0,278.1,4,4,4,Champions
CUST-0228,45,19,7781.32,2023-06-12,2024-11-10,3.1578947368421053,0.05263157894736842,409.54,5,5,5,Champions
CUST-0229,75,12,5116.85,2023-04-15,2024-10-11,3.75,0.0,426.4,5,5,5,Champions
CUST-0230,46,13,3082.69,2023-08-03,2024-11-09,2.6923076923076925,0.07692307692307693,237.13,5,5,4,Champions
CUST-0231,103,15,7415.77,2023-07-09,2024-09-13,2.8666666666666667,0.06666666666666667,494.38,4,5,5,Champions
CUST-0232,43,11,3000.2599999999998,2023-08-20,2024-11-12,4.090909090909091,0.0,272.75,5,5,4,Champions
CUST-0233,81,8,5953.599999999999,2023-06-06,2024-10-05,4.0,0.0,744.2,5,4,5,Champions
CUST-0234,30,10,3400.62,2023-05-07,2024-11-25,4.222222222222222,0.0,340.06,5,5,5,Champions
CUST-0235,200,5,1176.69,2023-11-29,2024-06-08,4.6,0.0,235.34,2,3,2,At Risk
CUST-0236,166,9,2269.03,2023-06-05,2024-07-12,3.5555555555555554,0.0,252.11,3,4,4,Loyal Customers
CUST-0237,222,5,3053.27,2023-08-20,2024-05-17,3.25,0.0,610.65,2,3,4,At Risk
CUST-0238,48,9,2032.79,2023-06-03,2024-11-07,3.0,0.0,225.87,5,4,4,Champions
CUST-0239,122,9,3747.63,2023-05-25,2024-08-25,3.0,0.0,416.4,4,4,5,Champions
CUST-0240,169,14,3822.23,2023-05-24,2024-07-09,3.7142857142857144,0.07142857142857142,273.02,3,5,5,Loyal Customers
